,average_stars,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,elite,fans,funny,name,review_count,useful,user_id,yelping_since
3671,3.89,3,1,3,1,0,0,3,1,6,1,1,67,,3,85,Veronica,36,135,f81638d5695977c269ca1cab56ff3e9b,2009-04-22 16:42:34
3672,4.22,1,0,1,6,0,0,2,1,1,0,4,71,2018,14,75,Denise,237,213,4bafd533dcdf133e480e5f985ee3468e,2014-11-08 16:27:51
3673,4.01,51,1,51,29,0,9,3,13,52,3,10,608,"2015,2016,2017,2018",40,468,Puzant,613,937,227c1c4c096aafdefc49767b5495accb,2014-02-01 22:32:27
3674,3.63,2,3,2,3,0,2,6,0,6,3,1,89,"2009,2010",7,77,Emily,127,217,4e91e99296a9f483dd0596746ef10f4a,2006-07-22 03:37:57
3675,4.43,1,0,1,1,0,0,0,1,1,0,2,14,,4,10,Alejandra,27,20,8d0f5c5d0a68ab147ad5e16ab8d74901,2015-10-26 21:11:56
3676,4.19,18,3,18,14,0,0,6,3,9,0,9,152,"2014,2015,2016,2018",13,77,Lyn,151,342,571c494acb2c3499fa4e44b7cffba001,2009-12-31 15:18:19
3677,4.55,0,0,0,0,0,0,0,0,1,0,0,22,,2,15,Christopher,51,49,f4a14c7ae7aefa6073bdb60138be51c5,2009-04-20 20:42:49
3678,4.32,0,0,0,0,0,0,0,0,1,0,0,4,,0,2,Erica,67,20,80873450b269dee55dcec04225920eca,2015-10-15 22:50:47
3679,4.17,4,2,4,2,0,1,6,4,10,1,4,238,,11,165,Julia,282,302,4722dc0ea035b9dc08fd10585c49d3e5,2011-11-27 21:58:00
3680,3.86,1300,51,1300,421,6,21,152,16,460,21,139,2295,,41,2619,Virgo,770,2789,ef3e37398732f64d8921c0b2d2cf73cd,2008-08-16 19:33:37
3681,4.37,3,0,3,4,0,0,4,5,4,0,2,93,,11,60,Cassandra,171,151,20f215178661f28db52d419ca0d0407e,2012-10-25 17:27:14
3682,3.92,10,0,10,13,0,1,11,3,19,4,15,273,"2011,2012,2013,2014,2015",25,217,Ed,572,610,527144014bfba921b8c261312c6c78c6,2006-01-11 07:01:22
3683,3.98,20,0,20,12,0,2,11,13,22,1,11,420,"2015,2016,2017,2018",33,229,Rebecca,250,754,c774d8cba754fe615f325775af0a3aa9,2014-07-01 22:49:55
3684,3.27,2,0,2,0,0,1,1,2,5,0,0,11,,13,3,Leah Marie,27,38,c5ef32274da6a3049df80e5fe404b974,2016-07-21 06:21:27
3685,4.0,0,0,0,0,0,0,0,0,0,0,1,18,,2,17,Keyi,33,29,c8301243172421b41f08119ff5250891,2015-07-16 19:21:45
3686,3.74,157,1,157,112,2,16,31,30,204,31,41,1498,"2014,2015,2016,2017,2018",88,1464,James,612,2064,bb41380e635e44402198f94ed373bae1,2012-09-12 02:13:42
3687,1.9500000000000002,0,0,0,0,0,0,1,0,1,0,0,4,,1,19,SoYa,35,60,077ff61339937e556ead8e254998b7c3,2010-12-31 05:27:40
3688,4.05,10,0,10,4,0,5,8,3,7,0,1,69,"2015,2016",13,49,Manny,117,148,adf946960439bd4558888adfa52878a3,2011-07-30 08:18:12
3689,3.98,35,0,35,12,0,3,16,0,33,2,8,468,"2011,2012,2013,2014,2015,2016,2017,2018",17,335,Rod,759,938,8c272f59cd14fbd3a762d90ee6b375cf,2011-05-21 19:54:26
3690,3.67,0,0,0,0,0,0,2,0,2,0,0,6,,1,15,Robaire,41,13,f541405082ade08010745f168d9444f4,2012-05-23 00:50:31
3691,3.74,0,0,0,0,0,0,0,0,0,0,0,8,,2,3,Katheryn,17,19,9bfb4bb308aa886f9c0516f2e9ce6b38,2014-05-12 20:29:33
3692,4.13,4,1,4,3,0,1,2,0,1,0,0,38,,4,6,Bill,62,34,a01d8b1d4adf23d1ff11cb880c076f96,2006-12-14 04:59:03
3693,3.62,3,0,3,1,0,0,0,0,0,0,0,29,"2015,2016",1,10,Daniel,101,71,1363939fcba0fb4171bfaadcefbff03d,2015-01-06 00:33:30
3694,4.03,0,0,0,4,0,2,3,0,4,0,2,75,"2013,2016,2017",9,60,Sara,71,198,47b38a911ec80526e34dbf1dfd2a1027,2012-08-08 23:15:41
3695,3.3,36,0,36,38,4,9,36,26,47,1,24,950,"2013,2014,2015,2016,2017,2018",86,956,Mel,1210,2156,b81983a8309d4114a9fd09593cb8a270,2010-06-06 03:38:02
3696,3.7800000000000002,19,3,19,13,0,5,3,1,14,1,13,132,"2010,2011,2012,2013,2014,2015,2016,2017",26,99,Leeann,436,307,da2d3bb0b4009b28e44e050de1fe5690,2009-11-23 21:48:20
3697,3.16,0,0,0,0,0,0,0,0,3,0,0,4,,1,6,Alexandria,50,33,c87fc7de21c9158955e3cda153443046,2015-11-14 19:41:42
3698,4.25,8,0,8,0,0,0,2,0,10,0,2,66,"2014,2015",7,32,Veronica,60,198,3d88c47cdbb0b4ca2f3d12470eb20148,2014-06-09 05:40:08
3699,4.01,20,0,20,2,0,0,11,5,5,0,7,81,"2017,2018",15,43,Nada,495,228,19adf289e47c85b16767cf538d3418e1,2016-04-16 15:18:00
3700,4.03,0,0,0,0,0,0,2,0,1,0,0,5,,1,7,Marlene,30,17,d5b5036229895f7a994de1670baefc26,2012-03-04 14:18:38
3701,2.85,0,0,0,0,0,0,0,0,0,0,0,5,,0,7,Ali,31,20,9e68d3939f98a8eb472bf72ffbd9d71f,2015-10-20 03:09:52
3702,4.3,0,0,0,2,0,0,1,1,0,0,0,36,"2017,2018",4,15,Bree,52,73,10f8bd8e5274fa37421801f58a836a33,2012-08-11 22:10:03
3703,3.73,135,2,135,94,2,9,60,21,162,7,39,1407,"2013,2014,2015,2016,2017,2018",118,1044,Sonya,767,2486,76aa436397908daa0439dd7a68f22772,2010-11-17 03:12:43
3704,3.71,65,7,65,121,0,9,36,3,30,16,127,760,,29,676,Karen,1159,1293,5b272de45c0231027b3b935b036dc2f3,2008-07-17 16:10:13
3705,3.81,0,0,0,0,0,1,1,0,9,0,0,33,,0,19,Revital,27,83,2da2d0a3c31de2784f55c8503bdb777e,2014-10-19 21:26:40
3706,3.87,0,0,0,0,0,0,1,0,0,0,2,12,,3,22,Daniel,49,47,ed6abfab56e6086b8a17720e7e55c160,2013-01-13 18:23:09
3707,3.6,0,0,0,1,0,0,1,0,0,0,0,14,,4,16,Twee,83,71,f2b939cfa1b9de1a623bcef9786d2cd7,2011-08-03 01:47:57
3708,4.03,4,2,4,10,1,2,14,2,19,0,2,187,,17,185,Kajal,418,527,d801fec2a741e17b81b499e58b07d937,2012-06-27 18:28:21
3709,3.61,4,0,4,2,0,2,5,0,3,0,0,78,"2012,2013,2014,2015,2016,2017,2018",6,74,Katie,186,395,d87f6f454c2924fb2a139f3f4479685f,2008-02-01 03:56:17
3710,3.35,62,7,62,52,1,11,24,16,50,6,26,486,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",85,406,Amy,944,1533,28124c6227c0c7403fc580756217722e,2009-02-12 03:44:16
3711,3.36,0,0,0,0,0,2,0,0,5,0,0,12,,5,15,Kate,34,43,5e7323e752ae39749bd62a87d4e271dd,2014-09-25 21:56:38
3712,3.9,24,0,24,2,0,0,4,1,6,0,2,46,,2,27,Troy,57,91,729799ab0527400d4e67d1b56aded2eb,2012-04-08 02:05:05
3713,3.83,22,0,22,14,0,3,10,0,6,3,3,115,2008,12,48,Sheila,106,180,9593b66f588f1d0805b60b9d2f782a8d,2008-02-27 20:56:49
3714,4.1,4,2,4,7,0,0,3,1,2,1,3,76,,8,59,Lauryn,65,173,9898d451677283bdf19d4c1c74ba0f6c,2010-11-05 23:15:55
3715,3.09,0,0,0,0,0,0,1,0,1,0,0,11,,3,22,Jaime,32,87,457913164e200d87614d29b680ce0db4,2010-11-13 03:01:23
3716,3.48,0,0,0,0,0,0,1,0,0,0,0,2,,0,3,Nick,22,17,345de13fd13e434beb73a6411f05ed53,2011-08-29 00:14:10
3717,3.7199999999999998,8,0,8,1,0,1,0,1,5,2,0,86,"2007,2008",10,33,Audrey,109,89,322c131d2f2b70a01be177578af6e096,2006-08-18 00:09:11
3718,3.7,2,0,2,1,0,2,0,0,1,0,0,7,2014,3,22,Lisa,41,45,d3d97962bf40e547408cda5846a8bb17,2009-12-29 05:04:46
3719,3.81,0,0,0,0,0,0,0,1,1,0,0,5,,2,11,Kevin,41,27,cfd04cf993ac07720acfaba38b18a25d,2011-08-04 00:55:14
3720,4.33,65,2,65,104,0,3,33,9,11,0,5,198,"2014,2015,2016,2017",34,92,Alex,99,275,68246aad45328c41df96350391d876e9,2013-03-20 00:43:50
3721,3.11,0,0,0,0,0,0,1,0,0,0,0,1,,0,2,Kimberly,27,7,8d7809eadec05ff2d9e9446badb54859,2016-07-02 00:35:54
3722,2.95,5,1,5,10,0,7,1,2,7,1,8,65,2011,5,106,Sarah,54,213,592353e91d75ff26eec2f0872855585b,2008-01-25 21:56:47
3723,4.22,0,0,0,0,0,0,1,1,1,0,0,4,,1,3,Lisa,26,27,8e8c59350f5d8e5f172317011fe6b0d3,2011-03-27 05:29:57
3724,4.04,0,0,0,0,0,1,2,1,0,0,1,11,,3,10,Little King,24,50,1ac5eaf78207b1492fd60beed8f56624,2014-02-13 20:45:41
3725,4.06,2,0,2,0,0,0,2,3,2,0,1,14,"2014,2015,2016",1,10,Danielle,65,81,5729153a6032d79f45909110a42de374,2010-05-26 18:11:06
3726,3.45,16,3,16,16,2,12,13,6,18,1,7,333,"2008,2009,2010,2011",26,368,Jen,423,791,85da410dc4c2fbfd17816fd2873a4b94,2007-05-10 06:41:11
3727,3.47,2,0,2,2,0,0,3,0,1,0,2,18,,6,13,Ashley,36,72,1a30770150a68178698fed721d63f756,2012-12-02 10:05:13
3728,4.23,0,0,0,0,0,0,1,0,1,0,1,15,,4,14,Veronica,78,34,a53222d735102f4916e19bf76b1bb762,2015-01-23 04:24:38
3729,4.31,0,0,0,0,0,1,0,0,0,0,1,9,,3,2,Kinesis,42,47,db3e5862289909e23b3eb789615ed376,2013-05-17 15:39:46
3730,3.55,201,16,201,119,2,29,74,84,129,15,73,1169,"2012,2013,2014,2015,2016,2017,2018",112,1078,Rosemary,702,2265,97a0eb1e0a5cfb3f489dc93e80892bbc,2010-08-20 23:08:20
3731,4.43,2,0,2,2,0,2,6,1,1,0,2,16,,4,8,Jason,40,34,2edc0db95fbc6568c5444a59e3bc16ea,2010-03-20 16:54:36
3732,3.94,30,8,30,22,0,4,23,6,24,2,17,774,"2008,2009",29,757,Grace,288,955,edd95c50f043a0ff3f6c3f1c4e0741f1,2008-04-15 16:57:33
3733,4.26,0,0,0,0,0,0,0,0,0,0,0,11,,3,6,Morena,23,10,75d8766d2be79a6319bfe8bbca26fc67,2013-11-11 23:46:32
3734,4.41,14,0,14,8,0,0,3,5,11,1,5,217,"2015,2016",28,107,Charles,435,523,ca46ab3185bc64e6c1c63a0c42381d80,2010-02-20 20:11:44
3735,3.6,10,1,10,0,0,0,7,0,6,0,1,87,"2013,2014,2015,2016,2017,2018",9,74,Ali,118,172,a2e6a5b23f4e1ebe19e4313d6a05efec,2012-06-23 21:50:34
3736,3.75,15,0,15,3,0,2,8,0,5,0,2,162,"2015,2016",34,84,Valerie,224,438,c9d4a1318936e104fc1bbba48fff9a27,2011-03-18 23:37:33
3737,3.58,1,0,1,0,0,0,1,0,2,0,0,31,,2,29,Kristy,48,88,f917ce0de42e5821d9f6024f39046b10,2012-10-20 05:54:09
3738,3.74,0,0,0,0,0,0,0,0,1,0,1,6,,1,4,Stan,34,21,720ba25729917ff887c691e8a6dcd95f,2016-02-29 11:32:07
3739,3.18,5,0,5,5,0,3,5,2,2,2,5,54,,1,39,Bryan,33,121,a6a89da2f641b335d14eb75de605c1ab,2009-10-27 01:04:04
3740,3.88,0,0,0,0,0,0,0,1,0,0,0,6,,1,3,Linda,47,18,a9dd19c4ef2db48a49bf0c8e9be0f67c,2012-03-09 20:32:22
3741,4.6,0,0,0,0,0,0,0,1,1,0,0,25,2018,4,8,Marissa,50,38,2594d23059733aac9234dfbdb1065bc5,2017-05-17 14:19:22
3742,4.71,0,0,0,0,0,0,0,0,0,0,0,9,,0,4,Kj,46,43,7002c53b670308dacc4b8fde8e07b269,2014-05-04 15:51:52
3743,3.75,5,2,5,0,0,1,8,1,8,0,4,178,,8,141,Aimee,187,483,b1024493c6077c1a1bacda486fc797e1,2008-09-01 17:06:38
3744,4.35,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,Vicky,23,3,30866aa533ade46b3e4f236a7103d063,2015-11-28 21:16:21
3745,4.17,1,0,1,0,0,0,3,0,8,0,0,146,,8,139,Joey,329,268,0f2447c37b619e9321ff2d935bbc358d,2009-08-07 07:09:45
3746,3.16,0,0,0,0,0,2,0,1,5,0,0,7,,9,12,Steven,69,43,25217fd39d620ad7057ade2e66dcb6fe,2013-06-03 23:39:56
3747,3.74,5,0,5,4,0,4,3,6,8,0,4,124,,20,86,J,106,199,acfca7b484c6e51ff945e10770f0c4b1,2011-08-01 22:06:30
3748,3.64,76,8,76,66,4,5,41,25,47,1,37,531,2012,61,211,Lisa,465,1154,39692a641ae1d1055f2239e821861194,2011-06-23 23:33:26
3749,4.19,30,10,30,50,2,3,16,5,18,3,24,252,,63,291,Jayd,42,257,059933444e54eff56f9db54ec0cf348f,2009-02-07 22:40:51
3750,2.93,0,0,0,0,0,0,1,0,2,0,0,2,,1,12,Rene,40,23,8c8f183f0ec322657a0567d5d8fa5e40,2013-05-25 05:21:41
3751,3.11,1,0,1,1,0,0,1,1,0,0,0,13,,2,17,Carey,25,42,f07265cd1484eb97b34c142cc9df8d1d,2008-10-16 21:44:33
3752,3.73,17,0,17,10,0,2,4,1,11,1,3,32,,2,9,Sylvie,30,121,9d22f272077b398e2970f4ac8b65e115,2010-11-04 17:23:07
3753,3.5700000000000003,21,1,21,3,1,3,21,6,41,5,13,512,"2012,2013,2014,2015,2016,2017,2018",51,391,Kim,1009,1029,9e3694afb8fb2f337ef247bed0e93ff6,2010-06-27 16:38:29
3754,3.7,1624,89,1624,1191,52,116,1180,93,2816,57,511,7119,"2009,2010",157,7401,Laura,875,9070,a7c12f1be70735756bece6cae51c09e4,2008-09-22 22:14:36
3755,4.03,2,0,2,7,0,4,2,0,1,0,6,74,"2015,2016,2017",3,47,Sebastien,66,99,25aa21dcbb8a619e684a571e7c6a1f4e,2012-04-04 18:38:22
3756,4.13,0,0,0,0,0,0,0,0,1,0,0,8,,2,0,Clarinda,23,32,0581921da1c40a07e7f80552eae465e1,2013-11-10 19:00:17
3757,4.3,15,0,15,10,1,2,19,0,22,1,7,109,,15,129,Ali,96,201,690cd8dc8d3d48a129c136786078919c,2009-06-30 03:54:58
3758,3.63,453,39,453,438,41,30,187,24,475,48,84,2446,"2008,2009,2010,2011,2012,2013,2014,2015",48,2413,Rhonda,880,3580,ae8cde37e5286dc56e479112798846a8,2008-02-05 04:41:21
3759,4.22,0,0,0,0,0,0,0,0,0,0,2,12,,0,4,f,45,29,9436c72493a192fa138e5f33eccd27a1,2011-04-01 06:22:11
3760,4.12,1,0,1,0,0,0,1,0,0,0,0,15,,3,6,Armando,32,30,9c3535df0c8618c1f349939a51c37033,2010-04-29 22:16:30
3761,4.26,1,0,1,0,0,0,0,0,0,0,0,10,,2,5,Izaak,23,12,87d2b938a905ff6e8e2b93bc411d1f9a,2011-04-06 17:25:05
3762,3.94,0,0,0,0,0,0,2,0,1,0,0,20,,0,28,Sarah,47,91,2fbf0352a3eb2e5de5cd3fcb8e065ae1,2013-02-25 22:30:37
3763,4.02,18,1,18,12,0,2,7,3,10,4,18,364,"2015,2016,2017,2018",43,324,Christine,352,718,3620a125296b325066d091bd2b05af5f,2009-07-26 06:37:21
3764,4.03,4,0,4,0,0,0,0,0,0,0,2,19,,1,15,Brandon,29,27,8b4f0f2eda521359a44e66bd257b921c,2014-01-13 00:54:36
3765,4.27,3,0,3,1,0,0,0,1,0,0,0,39,,2,43,Crystal,25,76,19b24c03a7cfe8c7e5a079ddd3da6aea,2014-02-18 08:11:17
3766,3.2,0,0,0,1,0,1,2,1,4,0,0,38,,7,92,Bee,61,114,664e04a4bda3f2e8baca0167cb5ad715,2011-07-05 05:11:32
3767,3.92,50,2,50,36,2,4,45,28,44,3,49,986,"2015,2016,2017,2018",63,676,Elizabeth,603,1608,415f1c359700bb1ef6c50fcc28655288,2014-09-04 01:34:28
3768,3.71,59,0,59,31,1,1,37,5,47,0,24,432,"2013,2014,2015,2016,2017,2018",33,200,Chelle,373,717,c73ff698d30d216fa4622c9777072e6b,2009-06-02 17:15:09
3769,3.3,2,0,2,0,0,2,3,3,5,0,2,55,,8,60,Amanda,146,264,8d4028af14b7c0186c2a8a5b81bf0472,2008-07-12 19:27:15
3770,4.47,4,0,4,0,0,0,2,0,2,1,1,22,,2,8,Justin,52,68,89ba44cca47901170332c9a1171e2760,2007-11-11 06:00:20
3771,3.7199999999999998,0,0,0,0,0,0,1,0,1,0,0,3,,2,10,Carla,27,57,b73bc09194c69a88e1845893ea170efa,2011-09-17 14:24:21
3772,4.09,0,0,0,0,0,0,0,0,0,0,0,8,,0,11,Angel,32,44,14bf123a39e7b0e6f6ec474aeb5913dd,2014-07-12 12:50:39
3773,4.06,10,0,10,6,0,0,8,2,12,2,8,179,"2013,2015,2016,2017,2018",15,90,Torie,163,288,b0cfa53e0c5ade5b69eede66276a5ece,2010-12-19 00:44:19
3774,3.8200000000000003,0,0,0,0,0,0,0,0,3,0,1,5,,0,6,Micah,28,30,e8562008533c7c496ea145540f3d7a15,2014-04-23 19:27:40
3775,3.15,2,0,2,0,0,1,0,0,4,0,3,20,,4,58,Shawn,51,156,0b60afb86f785c07dcee40745e792405,2011-06-17 15:50:09
3776,3.31,1,0,1,0,0,0,0,1,0,0,0,9,,0,15,Dana,25,19,8148e8e1dc261188afe53415b1bf0640,2013-06-03 02:46:53
3777,4.27,0,0,0,0,0,0,0,1,2,0,0,7,,3,5,Patrick,34,30,186d3a804dc529211a7a1b5f37178fee,2015-02-06 04:54:55
3778,3.79,4,0,4,1,0,1,1,0,12,0,1,37,,5,22,Danielle,39,105,5de3779c3faad2cfe18d771e1f3fa428,2013-09-17 20:15:29
3779,4.31,27,0,27,26,0,10,14,0,12,2,26,222,"2009,2010,2011",8,123,Rachel,121,351,8507eff74d3776bdf18ecf0d2946aacc,2009-10-05 01:24:28
3780,4.9,1,0,1,0,0,1,1,0,0,0,1,18,,1,11,Alexander,29,31,9f2573a0e6d7f6cebba45ebffac1d41a,2010-10-21 16:20:34
3781,3.41,3,0,3,2,0,2,6,0,4,1,1,41,,4,70,Dean,100,81,1f1ba84090f3ccecccd1db1460265a9e,2010-10-18 07:57:45
3782,3.61,48,3,48,17,1,9,22,12,28,5,49,611,"2010,2011,2012,2013,2014,2015,2016,2017,2018",58,476,Kathy,1280,1391,2dc304a57fda22aa562f57c5f122d095,2009-03-24 05:47:08
3783,3.89,0,0,0,1,0,0,0,0,0,0,0,6,2018,0,2,Paula,37,14,7b25b9ec7f1083b63da666ed090899a5,2016-06-04 06:44:33
3784,3.83,4,0,4,1,0,1,0,0,1,0,3,13,"2016,2017",2,5,Teresa,46,51,dd7771600f4f7c2a10ea90e5c6dbae83,2010-12-07 15:30:46
3785,3.9699999999999998,1,0,1,0,0,1,0,0,0,0,0,13,,2,7,Kim,31,32,3dffbd129f408035ff311c530e1b76d8,2012-05-04 03:08:25
3786,3.29,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,Prathna,35,3,030bbcc0d304e41d56aa2ed1acb885ac,2016-12-25 23:20:07
3787,4.03,2,0,2,1,0,0,1,0,3,0,0,25,,5,34,Richard,65,92,eb6524166bd4f34fc3b62ff8588e7486,2010-02-13 20:35:10
3788,3.49,1,0,1,0,0,6,1,0,3,0,2,45,"2017,2018",4,23,Rick,143,179,2429e5eca14a485f82d23f2932054afb,2009-05-10 19:23:10
3789,4.07,0,0,0,0,0,0,0,0,0,0,0,11,,0,3,Carolyn,42,21,b47549b6345971f5ab9c9e6447ee1d73,2012-10-03 19:46:20
3790,4.03,53,0,53,54,0,3,23,13,21,3,41,1217,"2015,2016,2017,2018",33,323,Vickey,431,1695,bbe47f102aafb2e921968b138222ce70,2012-11-06 04:26:15
3791,4.11,20,0,20,8,0,0,6,0,22,0,16,147,"2013,2014,2015",10,124,Trish,114,277,14fd924330460c5d9dd0472c3d709dde,2009-03-25 17:45:03
3792,3.83,34,1,34,13,0,5,14,7,19,1,19,506,"2013,2014,2015,2016,2017,2018",44,389,Tiffany,618,845,002181e296aceefc175232f0ffc276ac,2011-01-27 21:03:40
3793,3.55,0,0,0,0,0,0,0,0,0,0,0,10,,1,4,Trish,39,39,a23cacabb0041b32e89aee45f4dcd7c8,2010-02-07 19:16:29
3794,3.42,0,0,0,5,0,1,2,0,1,0,0,42,,4,60,Matt,138,232,ca477713be2da60c257577fbeb118f97,2010-04-26 05:18:47
3795,3.66,15,0,15,7,0,2,6,22,10,0,6,736,"2015,2016,2017,2018",37,275,Smaly,498,1008,f71da2974741ed16940d7bf4fed9343b,2011-09-12 03:14:53
3796,4.0,6,0,6,3,0,0,5,2,6,0,1,41,,3,42,Selina,35,52,50a7d036fd3d4155c109e45c8bd13ef5,2012-12-31 13:30:49
3797,4.69,0,0,0,0,0,0,0,0,0,0,0,11,,1,7,Carmen,37,31,1c2ac8a80d34d20f9046db6bbd8ccb87,2014-11-05 01:19:43
3798,4.01,23,0,23,7,0,2,18,6,15,1,3,183,"2010,2011,2012,2013,2014,2015,2016",11,95,Angel,325,468,c3f91ccb0da74a90d6cf40f580246398,2008-09-10 20:40:25
3799,3.61,0,0,0,0,0,0,0,0,0,0,0,4,,1,10,Ashley,27,21,28d27ec4851a7363c5a5b00080cd9909,2014-05-21 23:53:16
3800,4.57,0,0,0,0,0,0,1,0,0,0,0,22,2018,1,10,Phil,40,53,a6263afaf02a0830423232bb7334acb9,2013-04-21 03:30:22
3801,4.69,0,0,0,2,0,1,0,1,3,0,1,17,,7,7,Jordan,48,43,f6648e2bebf5576b2653a3f7a263e6fd,2014-01-06 00:25:04
3802,3.84,0,0,0,0,0,0,2,0,3,0,1,377,,100,11,mike,61,408,fc8d71bef09ba5bcc19304127e44115c,2010-08-21 14:15:37
3803,3.38,1,0,1,1,0,0,0,0,1,0,1,11,,3,14,Bonita,47,44,efeb770987225c8bf65c8d372ecce46d,2013-10-31 00:03:33
3804,3.92,1,0,1,0,0,0,0,0,0,0,1,16,,2,8,Isaiah,52,47,35975acf52b7cc65dc2515a149cc6941,2014-12-06 20:51:56
3805,3.71,1,0,1,0,0,1,2,0,1,0,0,8,,1,8,Lisa,30,52,63c641237702609c170755c79df35238,2010-07-27 00:42:31
3806,4.55,0,0,0,0,0,1,1,0,0,0,0,10,,1,3,Marci,29,49,66e41ce3eb62a4c9359df9bfe101ad3a,2007-08-07 19:28:40
3807,3.96,1117,12,1117,707,22,58,797,856,1687,54,1054,4584,"2010,2011",123,4298,Dave,477,5507,bbace2027bae123cd2c0598b66f7a0f1,2009-04-29 14:44:12
3808,4.07,1,1,1,0,0,0,0,0,1,0,1,12,,0,8,Nicole,26,30,32a1e9d7b9d8489aca43f9ec1bfb3caa,2011-08-06 22:01:25
3809,4.1,0,0,0,1,0,0,1,0,1,0,0,11,"2015,2016",0,4,Lexie,48,28,aacbd613804019aca9bfba3d51ecc819,2011-01-08 00:26:11
3810,4.37,17,0,17,8,1,0,18,1,83,1,27,145,"2016,2017,2018",31,65,Desirae,200,324,082294555691fab5ce02a70b82651e60,2016-05-01 00:51:08
3811,2.37,0,0,0,0,0,0,0,0,4,0,0,6,,1,11,Kari,38,63,68b17567316c215efc6c3faf066ff7d3,2011-07-18 01:17:15
3812,2.85,0,0,0,0,0,0,1,0,0,0,0,9,,1,14,Kristine,29,62,dfec1b224005bcfdd2ff286a44d66742,2008-07-15 05:19:32
3813,3.85,0,1,0,1,0,0,0,0,0,0,1,15,,1,7,Dan,25,33,2a1b68b54bf58b09c0d43e155632180f,2012-06-08 20:14:34
3814,3.24,23,0,23,12,1,2,9,2,12,1,6,132,"2008,2009,2011",10,291,Brian,109,211,bd7fe4150ff9c99b12a7cf2879681933,2006-10-07 08:03:24
3815,3.1,0,0,0,0,0,2,0,0,0,0,0,3,,1,2,M,22,27,0522108dcd5988180cca743c5b0ebc4b,2012-04-16 20:22:55
3816,3.9,1,0,1,1,0,0,2,0,1,0,0,19,,3,11,Melissa,41,47,fca012e6fbe745a5f0fbdbe77a3460c2,2009-12-26 17:11:20
3817,4.32,0,0,0,1,0,1,0,0,4,0,0,24,,4,19,Angela,28,34,ccb9ec6c31fc745c362113f5d10e40b4,2014-09-29 02:24:16
3818,4.27,13,4,13,7,0,4,1,1,14,0,6,74,2011,12,51,Katrina,50,125,d55306203b2c9bf271700a6f0c4bae49,2010-01-11 01:12:55
3819,4.0,0,0,0,0,0,0,2,0,2,0,0,5,,2,11,Sandra,30,12,dd8566b1bcdeb1cffb1eaab258544515,2011-01-07 01:05:02
3820,4.15,11,2,11,11,0,3,6,1,2,1,4,53,,3,38,Mel,27,95,f29c2823c7b2405f1cd8f5b12bcc10be,2009-11-05 17:44:17
3821,3.62,19,0,19,5,0,1,8,0,10,1,15,48,2014,5,21,Thiago,115,111,dddc3bcc0a84329b8e4a380a0a5be38a,2012-06-30 17:40:51
3822,3.15,2,0,2,0,0,0,1,0,0,0,0,1,,0,5,Shane,33,10,d00fbed0de7716090a2eb5e552f88f13,2015-11-03 03:24:50
3823,3.14,1,0,1,0,0,0,0,0,5,0,1,19,,0,38,Alex,20,33,d26278efbfee5b23cba38dff6e6fa976,2012-03-07 02:42:53
3824,4.59,2,0,2,0,0,0,1,0,0,0,0,3,,2,1,Bill,43,11,16d2282a9aafb4d28ac0aad7fa3f295a,2013-03-06 22:51:58
3825,4.62,0,0,0,0,0,1,0,0,1,0,0,40,,0,20,Ed,27,77,a46121f5568f377ad17bba7f75ff9bc1,2012-04-18 22:13:47
3826,4.0,0,0,0,0,0,0,0,0,3,0,2,5,2017,0,4,Robin,42,34,3fcd38ed3fe216f5644378d428f029e7,2014-11-15 07:13:59
3827,2.47,0,0,0,0,0,1,1,0,0,0,0,15,,0,13,David,28,113,b0b84d450e94588792ff42fd8f611311,2013-09-22 08:55:08
3828,4.0,2,0,2,0,0,0,0,0,2,0,1,8,,1,2,Holly,24,63,b601766d35805f27b74a9ff2d40f0fbb,2012-11-18 17:39:40
3829,3.7199999999999998,3,0,3,3,0,0,6,1,12,1,3,53,,5,82,Lesley,152,201,1d667596864a4e848df5ae17ce6d7808,2010-03-25 09:46:37
3830,4.34,0,0,0,0,0,0,1,0,2,0,0,6,,1,3,Sonji,58,19,c4b0f432471c8af9bf5cf3918de5a5fb,2011-04-19 18:58:55
3831,3.93,1,0,1,1,0,0,1,0,0,0,1,27,"2017,2018",1,12,Angie,92,64,0ba80bd2bfa444768b482db2304a80ba,2015-05-14 23:23:46
3832,3.23,0,0,0,0,0,0,0,0,0,0,0,9,,0,7,Bambi,26,84,0d76b75aeace6ee7e3201e935a54d029,2013-02-27 18:31:12
3833,3.8,13,0,13,14,1,0,7,0,7,1,7,39,"2011,2012,2013,2014",1,30,Erin,47,123,84b67829559ca0552b03421d0a5890c3,2010-12-27 16:22:34
3834,4.33,2,0,2,6,0,0,1,0,1,0,4,30,"2015,2016",7,5,Emily,46,72,23c524f127e6d24151e78a8f596ffbb7,2014-12-17 16:42:56
3835,3.95,0,0,0,1,0,0,0,0,0,0,0,23,,2,21,Sarah,67,64,2041ec089d1063fe66840715abc8ab44,2013-01-10 05:40:09
